id,Title,Year,Runtime,Rating,Language,Country
9615,La vie au grand air,2002,90 min,6.5,French,France
9616,A New Life,2002,102 min,6.5,"French, English",France
9617,The Violent Kind,2002,90 min,7.2,English,USA
9618,Vom Hirschkäfer zum Hakenkreuz,2002,79 min,5.8,German,Germany
9619,Voto blanco,2000,50 min,,Spanish,Spain
9620,Walk Backwards,2001,95 min,6.4,English,Canada
9621,Westray,2001,80 min,7.0,English,Canada
9622,Yamashita: The Tiger's Treasure,2001,113 min,5.6,"Filipino, Tagalog, Japanese, English",Philippines
9623,Youth in Asia,2000,,,English,"USA, Canada, UK"
9624,¿Te Debo La Felicidad?,2000,,,,
9625,¿Y dónde está el bebé?,2002,76 min,,Spanish,Argentina
9626,Giorni da Leone,2002,,5.0,Italian,Italy
9627,Wilde Engel,2002,93 min,6.6,German,Germany
9628,336 PEK,2000,59 min,,Russian,Brazil
9629,"4125, Parthenais",2001,50 min,,French,Canada
9630,The Bridgeman,2002,140 min,4.7,"German, Hungarian","Hungary, Germany"
9631,Aceite de perro,2001,,,Spanish,Mexico
9632,After Party,2002,94 min,1.3,Spanish,Colombia
9633,Aftermath,2002,83 min,4.9,English,Canada
9634,The Joel Files,2001,60 min,7.9,"English, German","Austria, Germany"
9635,Aleph,2000,200 min,8.4,Italian,Italy
9636,Alexei and the Spring,2002,104 min,8.4,Russian,Japan
9637,All About My Father,2002,75 min,6.5,Norwegian,"Norway, Denmark"
9638,On the Edge of Time: Male Domains in the Caucasus,2001,90 min,7.1,"German, English",Germany
9639,L'ami de Patagonie,2002,90 min,,French,France
9640,Angelina,2002,90 min,3.8,French,France
9641,Antônio Dias: O País Inventado,2001,,,Portuguese,Brazil
9642,Arcipelaghi,2001,95 min,7.1,"Sardinian, Italian","Italy, France"
9643,August: A Moment Before the Eruption,2002,72 min,6.7,Hebrew,"Israel, France"
9644,Bad Girl,2001,,5.2,,Canada
9645,Fizzy Bizness,2002,85 min,7.5,English,USA
9646,Bertie and Elizabeth,2002,99 min,7.2,English,UK
9647,Big Deal,2002,95 min,5.3,Swiss German,Switzerland
9648,Sympathy for Mr. Vengeance,2002,129 min,7.6,"Korean, Korean Sign Language",South Korea
9649,Born to Trouble: Adventures of Huckleberry Finn,2000,1 h 30 min,,,
9650,The Living Forest,2001,83 min,5.2,"Spanish, Gallegan",Spain
9651,Bowling for Columbine,2002,120 min,7.9,English,"USA, Canada, Germany"
9652,Breg ceznje,2002,80 min,,Serbo-Croatian,Federal Republic of Yugoslavia
9653,The Bridge Man,2000,,,,USA
9654,Bus Stop,2002,90 min,6.2,Korean,South Korea
9655,The Case of the Whitechapel Vampire,2002,90 min,6.3,English,Canada
9656,The Case,2002,89 min,3.8,English,UK
9657,Caught,2002,,,,
9658,Ceské Pulp Fiction a Blair Witch,2000,,6.0,,Czech Republic
9659,La chanson du maçon,2002,1 h 30 min,4.4,,
9660,Chen Mo and Meiting,2002,78 min,7.0,Mandarin,China
9661,Chronotrip,2002,1 h 14 min,6.1,,
9662,Con la voce del cuore,2000,,,Italian,Italy
9663,Congo,2002,,8.8,English,UK
9664,Klepto the Clown,2001,,7.3,English,Canada
9665,Liem jing jer gick 2000,2000,,,,
9666,"Ram Dass, Fierce Grace",2001,93 min,7.7,English,USA
9667,Urban Playground,2002,120 min,7.9,English,USA
9668,Darkness at High Noon: The Carl Foreman Documents,2002,120 min,6.8,English,USA
9669,De marbre,2000,,,French,France
9670,Democracy Dismissed,2002,1 h 5 min,,,
9671,Girlie,2002,83 min,5.6,"Czech, Slovak","Czech Republic, Slovakia"
9672,Disappearance,2002,92 min,5.4,English,USA
9673,Desires on the Net,2000,95 min,4.9,French,France
9674,A Lucky Day,2002,95 min,6.4,"Spanish, Italian","Argentina, Italy, Spain"
9675,Días de boda,2002,90 min,5.3,Gallegan,Spain
9676,Mothers of Life,2002,74 min,6.5,"Nenets, Russian",Finland
9677,En la ciudad sin límites,2002,125 min,7.2,"Spanish, French","Spain, Argentina"
9678,Entscheidung auf Mauritius,2002,,3.2,German,Germany
9679,L'envolé,2002,90 min,,French,France
9680,Ernstfall in Havanna,2002,86 min,6.4,"Swiss German, Spanish, English",Switzerland
9681,Chechen Lullaby,2001,58 min,8.4,,France
9682,Exile in Buyukada,2000,72 min,7.1,English,Turkey
9683,Expedition,2002,,8.0,English,USA
9684,Deadline,2002,1 h 32 min,3.8,,
9685,Face to Face: The Schappell Twins,2000,120 min,6.0,English,USA
9686,Fear No More: Stop Violence Against Women,2002,,3.0,English,USA
9687,The Greenskeeper,2002,90 min,3.2,"English, French",USA
9688,Der Hauptmann von Köpenick,2001,,,,
9689,Herr Schmidt und Herr Friedrich,2001,70 min,7.7,German,Germany
9690,Hitters,2002,88 min,4.6,English,USA
9691,Hochzeit auf Raten,2002,93 min,5.1,German,Germany
9692,Höllenleben - Eine multiple Persönlichkeit auf Spurensuche,2001,1 h 13 min,7.3,,
9693,Icarus,2002,,5.1,German,Austria
9694,Blind Spot. Hitler's Secretary,2002,90 min,7.3,German,Austria
9695,In Bjossa's Wake,2002,50 min,,,
9696,In the 9th Month,2002,108 min,8.1,Arabic,Israel
9697,Inth Ka Jawab Patthar,2002,,3.1,Hindi,India
9698,War and Peace,2002,148 min,7.9,"Hindi, Urdu, English, Pushto, Japanese",India
9699,Jesus Christ Vampire Hunter,2001,85 min,5.0,English,Canada
9700,Marry a Rich Man,2002,,5.2,"Cantonese, Italian",Hong Kong
9701,Jungle Juice,2002,98 min,5.7,Korean,South Korea
9702,School Trip,2002,86 min,6.5,"German, Polish, English","Germany, Poland"
9703,Kranti,2002,142 min,3.7,Hindi,India
9704,Warrior of Light,2001,91 min,8.0,"German, Portuguese",Germany
9705,Krodh,2000,,4.2,Hindi,India
9706,Laila Lelo Lola,2001,48 min,7.6,Hebrew,Israel
9707,The Last Rock and Roll Documentary,2001,,7.0,English,USA
9708,La leyenda del unicornio,2001,,6.2,Spanish,Spain
9709,Liebe und Verrat,2002,,5.8,German,Germany
9710,"M! Mom, Madonna & Me",2001,54 min,,English,Canada
9711,Mainly Etc.,2001,110 min,8.8,English,USA
9712,Un maresciallo in gondola,2002,93 min,4.2,Italian,Italy
9713,Marie's Children,2002,91 min,7.6,French,France
9714,The Man Without a Past,2002,97 min,7.7,Finnish,"Finland, Germany, France"
9715,Le minot d'or,2001,,,,Canada
9716,The Only Journey of His Life,2001,85 min,7.1,Greek,Greece
9717,Moro No Brasil,2002,105 min,6.6,"English, Portuguese","Brazil, Germany, Finland"
9718,Mrs Klein,2002,90 min,,Swedish,Sweden
9719,"Muz, který vycházel z hrobu",2002,81 min,6.1,Czech,Czech Republic
9720,My Dinner with Weedgee,2001,,,,Canada
9721,Night All Day,2000,94 min,8.2,English,USA
9722,The Children of Russia,2001,93 min,8.0,"Russian, Spanish",Spain
9723,Noro,2002,85 min,5.2,Romanian,Romania
9724,Il nostro matrimonio è in crisi,2002,91 min,5.7,Italian,Italy
9725,Nuvvu Naaku Nachchav,2001,184 min,8.7,Telugu,India
9726,Onde a Terra Acaba,2002,75 min,7.8,Portuguese,Brazil
9727,Otzenrather Sprung,2001,63 min,,German,Germany
9728,Oud en nieuw,2002,,7.2,Dutch,Netherlands
9729,Out of Step,2002,90 min,5.4,English,USA
9730,A Tree of Palme,2002,130 min,6.6,Japanese,Japan
9731,Pest - Die Rückkehr,2002,184 min,4.8,German,Germany
9732,Les petites couleurs,2002,94 min,5.9,French,"Switzerland, France"
9733,Petula Clark: A Sign of the Times,2001,74 min,7.7,English,USA
9734,Primitifs,2002,56 min,7.5,French,France
9735,Prozess gegen das Schweigen - Der Fall Enrico Mattei,2001,57 min,,,
9736,The Rev,2002,75 min,6.9,English,"USA, Canada"
9737,Reverend Billy,2000,,7.4,,USA
9738,Revolution im Zoo,2002,45 min,,,
9739,Rodoslov jednog Valcera,2002,55 min,,Serbo-Croatian,Federal Republic of Yugoslavia
9740,Ryan's Babe,2000,90 min,4.5,English,Canada
9741,Lo scippo,2001,,4.5,Italian,Italy
9742,Sconvolto così,2001,,,Italian,Italy
9743,Naked Poison,2000,88 min,5.2,Cantonese,Hong Kong
9744,Sin intervalo,2002,,,Spanish,Argentina
9745,Sleeping with the Enemy,2000,,,,UK
9746,Save Me,2001,100 min,5.8,Greek,Greece
9747,Soviets Plus Electricity,2002,175 min,8.8,"French, Russian",France
9748,Spanish Fly,2003,92 min,6.7,English,USA
9749,Storm Watch,2002,100 min,4.8,English,USA
9750,Die Story: Saddams Bombe,2001,45 min,,,
9751,The Rite of Spring,2002,55 min,,,Czech Republic
9752,La T.V. y yo,2002,75 min,7.1,Spanish,Argentina
9753,Ta'zieh: Another Narration,2001,75 min,,Persian,Iran
9754,Te llamabas Rosicler,2002,55 min,,Spanish,Chile
9755,They Only Come Out at Night,2001,94 min,,,USA
9756,Thus Spake Zarathustra,2001,,6.9,,USA
9757,Chinese Odyssey 2002,2002,97 min,7.0,"Cantonese, Mandarin",Hong Kong
9758,Die Todespiloten,2001,45 min,6.1,German,Germany
9759,Something to Remind Me,2001,90 min,7.3,German,Germany
9760,The Tramp and the Dictator,2002,56 min,7.8,"English, German",UK
9761,El transcurso de las cosas,2001,65 min,5.0,Spanish,Argentina
9762,Trois princesses pour Roland,2001,,7.1,,Canada
9763,Troublesome Night 12,2001,,4.2,Cantonese,Hong Kong
9764,Try Seventeen,2002,93 min,6.0,"English, German","Canada, USA"
9765,Unveil,2001,,4.7,,Philippines
9766,Guardian of the Frontier,2002,98 min,5.6,"Slovenian, Serbo-Croatian","Slovenia, Germany, France"
9767,W kogo ja sie wrodzilem?,2002,65 min,6.2,Polish,Poland
9768,The Rules of the Game,2002,103 min,6.3,Mandarin,Taiwan
9769,We the People,2002,60 min,4.3,English,USA
9770,Der weiße Wal,2001,1 h 12 min,7.9,,
9771,"Wesh wesh, qu'est-ce qui se passe?",2001,83 min,6.9,"French, Arabic",France
9772,Wiped,2001,,3.2,,Netherlands
9773,Xuxa and the Elves 2,2002,86 min,1.5,Portuguese,Brazil
9774,Y a pas d'âge pour s'aimer,2002,1 h 30 min,5.4,,
9775,Yank Tanks,2002,70 min,8.0,Spanish,"Cuba, USA"
9776,You Ain't Seen Nothing Yet,2002,,,English,New Zealand
9777,Let's Make Love,2002,86 min,5.9,Russian,Russia
9778,Eine zauberhafte Ehe,2001,,,German,Germany
9779,Zwei alte Gauner,2002,,,German,Germany
9780,Ca-bau-kan,2002,120 min,7.4,Indonesian,Indonesia
9781,Various Positions,2002,81 min,6.6,English,Canada
9782,Harvest,2001,,4.7,English,USA
9783,Long Shot,2002,,5.9,English,Canada
9784,The Original Cast Album,2001,,5.8,English,USA
9785,Skinwalkers,2002,100 min,7.3,English,"UK, USA"
9786,Take Away,2002,73 min,7.1,English,USA
9787,"Tattoo, a Love Story",2002,94 min,6.9,English,USA
9788,Vaktmästaren och professorn,2002,,7.5,Swedish,Sweden
9789,Written by Franklin Mann,2002,85 min,6.5,English,USA
9790,1 Giant Leap,2002,155 min,7.6,English,UK
9791,10 Attitudes,2001,87 min,5.1,"English, Spanish",USA
9792,My Beautiful Days,2001,91 min,7.1,Korean,South Korea
9793,3 Weeks After Paradise,2002,51 min,4.9,English,USA
9794,9/11,2002,112 min,8.4,English,"USA, France"
9795,Jailbreak,2002,98 min,5.5,Italian,Italy
9796,Alicia,2002,,4.2,,Armenia
9797,Alster-Tanz,2002,,,German,Germany
9798,L'amore imperfetto,2002,92 min,6.5,Italian,"Italy, Spain"
9799,Antonia,2001,100 min,5.0,Spanish,Chile
9800,Here Was the Anthem,2002,22 min,7.4,Spanish,Mexico
9801,Spiders of the Night,2002,91 min,4.3,French,France
9802,Asuddelsole,2001,88 min,6.4,Italian,Italy
9803,"Athanasios Christopoulos, a Forgotten Poet",2001,61 min,,Greek,Greece
9804,Aurora do Rio Grande,2002,,,Portuguese,Brazil
9805,Azazel,2002,208 min,6.4,Russian,Russia
9806,Back Against the Wall,2002,94 min,6.0,English,USA
9807,Beijing Rocks,2001,109 min,6.7,"Cantonese, Mandarin",Hong Kong
9808,Bang the Machine,2002,80 min,8.3,,USA
9809,Being Victoria Beckham,2002,80 min,6.4,English,UK
9810,Bis dass dein Tod uns scheidet,2002,89 min,5.8,German,Germany
9811,Bla.Bla.Bla,2002,85 min,,German,Austria
9812,Blue Boy and Girl in Pink,2002,,,,Canada
9813,Eve,2002,76 min,5.8,English,Canada
9814,Boys Klub,2001,96 min,3.4,English,USA
9815,The Burial Society,2002,94 min,6.0,English,"Canada, USA"
9816,Chicken Skin,2001,96 min,5.9,"Spanish, Bable",Spain
9817,C.E.O.,2002,,6.2,Mandarin,China
9818,Merry-Go-Round,2001,94 min,6.9,Cantonese,Hong Kong
9819,Choosing Exile: In the Footprints of a Stranger,2002,55 min,6.2,English,Australia
9820,Chui hau tung dip,2001,,,Cantonese,Hong Kong
9821,Alegria: Cirque du Soleil,2001,93 min,8.5,,"Canada, UK"
9822,Clara y Elena,2001,98 min,6.2,Spanish,Spain
9823,The Cruelty Connection,2001,,,English,USA
9824,Day After Tomorrow,2002,65 min,5.6,English,Malaysia
9825,Wolves in the Snow,2002,90 min,6.2,"French, English","France, Canada"
9826,Desi,2000,90 min,7.3,Dutch,Netherlands
9827,De droom van de beer,2000,90 min,7.0,"Russian, Dutch",Netherlands
9828,Du bist mein Kind,2002,89 min,5.5,German,Germany
9829,Be My Valentine,2002,,,"English, Mandarin",Taiwan
9830,"Eyewitness to Summer, Sun & Storms",2001,,,,
9831,Falstaff,2001,126 min,7.8,Italian,Italy
9832,Daughter of Keltoum,2001,106 min,7.3,"French, Arabic","France, Belgium, Tunisia"
9833,Final Redemption,2002,71 min,,English,USA
9834,First Kill,2001,55 min,7.8,English,Netherlands
9835,The Fish,2000,,6.4,English,USA
9836,Tridesetdva kvadrata,2002,58 min,,Serbo-Croatian,Federal Republic of Yugoslavia
9837,The Mountain Hawk,2002,100 min,6.5,Spanish,Mexico
9838,Gioco con la morte,2002,89 min,7.4,Italian,Italy
9839,Glissando,2002,72 min,6.3,English,USA
9840,La gran sorpresa,2002,,7.9,Spanish,Chile
9841,Henker - Der Tod hat ein Gesicht,2002,84 min,7.3,"German, English",Germany
9842,Humo's Pop Poll avond 2002,2002,60 min,8.3,Dutch,Belgium
9843,Ikaw lamang hanggang ngayon,2002,101 min,7.5,"Filipino, Tagalog",Philippines
9844,In the Shadow of a Saint: The Ken Wiwa Story,2000,,,,
9845,Januar,2001,,,German,Germany
9846,The Way Home,2002,80 min,7.8,Korean,South Korea
9847,Suicide Club,2001,99 min,6.6,Japanese,Japan
9848,Journeys with George,2002,79 min,6.9,English,USA
9849,Joyful Partaking,2001,120 min,7.2,English,USA
9850,A Peck on the Cheek,2002,123 min,8.4,Tamil,India
9851,Kariera Nikosia Dyzmy,2002,108 min,6.2,Polish,Poland
9852,Kochav Zore'ach Me'al HaLev,2001,,,Hebrew,Israel
9853,Kya Yehi Pyaar Hai,2002,145 min,3.8,Hindi,India
9854,July Rhapsody,2002,103 min,7.2,Cantonese,Hong Kong
9855,Last Days in Dublin,2001,,4.9,English,Ireland
9856,Liebe ist die halbe Miete,2002,90 min,7.2,German,Germany
9857,The Loch Long Monster,2002,59 min,,,
9858,Love Crash,2002,,6.6,German,Germany
9859,Women's Private Parts,2000,100 min,6.1,"Cantonese, Mandarin, English",Hong Kong
9860,"You Shoot, I Shoot",2001,94 min,7.4,"Cantonese, French, Japanese",Hong Kong
9861,Majstor,2002,1 h 10 min,,,
9862,My Life as McDull,2001,75 min,7.3,Cantonese,Hong Kong
9863,The Making of Bret Michaels,2002,,3.7,English,USA
9864,My Sister Maria,2002,90 min,7.0,"German, English, Russian","France, Germany, Switzerland, Austria"
9865,Det meningsløse 2001,2002,60 min,,Norwegian,Norway
9866,The Beauty in Dream,2002,106 min,6.6,Korean,South Korea
9867,Musorshchik,2001,95 min,6.0,Russian,Russia
9868,My Friend Soweto,2001,,5.4,English,UK
9869,The Mysterious Miss C.,2002,108 min,6.8,French,Canada
9870,Maternal Love,2002,90 min,6.1,French,France
9871,Naniwa kinyuudou 5,2000,90 min,,Japanese,Japan
9872,Nati stanchi,2002,92 min,6.2,Italian,Italy
9873,Saint Sinner,2002,90 min,4.3,English,"Canada, UK"
9874,Fiona,2002,,,English,USA
9875,Act as If,2002,53 min,6.6,English,USA
9876,Die Kristallprinzessin,2002,85 min,3.3,German,Germany
9877,"Ah... the Money, the Money, the Money",2002,,,,Canada
9878,The Crime of Padre Amaro,2002,118 min,6.7,Spanish,"Mexico, Spain, Argentina, France"
9879,An Angel for May,2002,95 min,7.1,English,UK
9880,Angela D'Audney: A Tribute,2002,60 min,,English,New Zealand
9881,Ante se vraca kuci,2001,,5.9,Serbo-Croatian,Croatia
9882,The Wind Horse,2001,88 min,6.9,Arabic,"Morocco, France"
9883,Ariadne auf Naxos,2001,2 h 18 min,7.0,,
9884,BabuSaheb,2002,,,Nepali,Nepal
9885,Le banni,2002,,,French,France
9886,Beautiful People,2001,105 min,4.2,Greek,Greece
9887,Behind the Terror,2001,,7.3,English,"Canada, USA"
9888,Bijelo,2001,,8.5,Serbo-Croatian,Croatia
9889,Bud Greenspan Presents: Michelle Kwan,2002,,,,
9890,Burning Desires,2002,,5.0,English,USA
9891,An Interview with Doctor Paul McAndrews,2001,,,English,USA
9892,Kitne Door... Kitne Paas,2002,146 min,4.5,Hindi,India
9893,A Long Road to Travel,2001,,,English,USA
9894,Michelle Kwan: People in the News,2001,,,,
9895,Nightmares in Precinct 7,2001,115 min,6.0,Cantonese,Hong Kong
9896,No Night Is Too Long,2002,85 min,7.1,English,"UK, Canada"
9897,Nowhere,2002,100 min,6.3,"Spanish, English","Italy, Spain, Argentina"
9898,Négro,2002,90 min,,French,France
9899,Jazz War,2001,,,Czech,Czech Republic
9900,The Original Mermaid,2002,52 min,6.0,English,"Australia, Netherlands"
9901,Outdoorsmen,2002,64 min,7.5,English,Canada
9902,Over the Rainbow,2002,109 min,7.1,Korean,South Korea
9903,Palco & Hirsch,2001,103 min,,English,USA
9904,"Eliana, Eliana",2002,105 min,6.8,Indonesian,Indonesia
9905,Punch,2002,90 min,6.0,English,Canada
9906,Radimi: Who Stole the Dream,2002,,,English,USA
9907,Die Resonanz von Augenblicken,2001,,,,
9908,Roos en Rana,2001,97 min,6.2,"Dutch, German",Netherlands
9909,The Russian Bride,2001,60 min,7.3,English,UK
9910,On the Occasion of Remembering the Turning Gate,2002,115 min,7.3,Korean,South Korea
9911,Ha-Saruf,2000,,,,
9912,Funeral March,2001,97 min,6.4,Cantonese,Hong Kong
9913,The Seventh Sun of Love,2001,124 min,6.8,Greek,"Greece, Bulgaria, Turkey"
9914,Deserter,2002,90 min,5.4,English,UK
9915,Sisters of St John of God,2002,55 min,,,
9916,Skegs & Skangers,2002,1 h 10 min,6.1,,
9917,Smådeckarna,2002,81 min,2.8,Swedish,Sweden
9918,I soldati,2002,,6.7,,USA
9919,Song.null.zwei,2002,1 h 40 min,,,
9920,The Scream Team,2002,100 min,6.7,English,USA
9921,Sounds of Memphis,2002,1 h,1.0,,
9922,Sugatang puso,2001,120 min,,"Filipino, Tagalog",Philippines
9923,Sway,2002,,,English,Australia
9924,Sweet Sixteen,2002,106 min,7.4,"English, Scots","UK, Germany, Spain"
9925,Ted Allan: Minstrel Boy of the Twentieth Century,2002,47 min,,"English, Yiddish, Spanish",Canada
9926,Topa Topa Bluffs,2002,83 min,7.3,English,USA
9927,Trojan Warrior,2002,95 min,3.3,English,"Australia, USA"
9928,Two Weeks Notice,2002,101 min,6.1,English,"USA, Australia"
9929,Vadh,2002,,6.1,Hindi,India
9930,La vase,2000,,,,France
9931,Verbal Communications,2002,,,English,USA
9932,Wax Museum: History of Madame Tussaud's,2001,,,English,"USA, UK"
9933,We Were the Mulvaneys,2002,86 min,6.5,English,USA
9934,Wedding Disaster,2001,,,English,USA
9935,When Louis Met... Chris Eubank,2002,48 min,7.0,English,UK
9936,When Louis Met... Keith Harris & Orville in Panto,2002,46 min,6.7,English,UK
9937,Wide World of Sports 40th Anniversary Special,2001,,5.0,English,USA
9938,Yamashita's Gold,2002,120 min,,,UK
9939,Green Light,2002,102 min,3.2,Turkish,Turkey
9940,"Dummy Mommy, Without a Baby",2001,90 min,6.1,Cantonese,Hong Kong
9941,Zaveshchaniye imperatora,2002,,,Russian,Russia
9942,House of Fear,2002,95 min,7.3,German,Germany
9943,16 December,2002,158 min,6.9,Hindi,India
9944,Der Verehrer,2002,90 min,7.3,German,Germany
9945,Les chemins de l'oued,2002,78 min,5.9,"French, Arabic","France, Algeria"
9946,Cherniyat pat na hristovite nevesti,2001,120 min,,Bulgarian,Bulgaria
9947,Completely Totally Utterly,2001,93 min,,English,USA
9948,Cuban Fire,2001,93 min,,Spanish,USA
9949,Cultivision (Collapsing Stars),2002,88 min,6.5,English,USA
9950,Private Call,2001,84 min,5.0,English,USA
9951,Divorce: The Musical,2001,86 min,5.7,English,USA
9952,The Dream Factory,2000,,,English,Australia
9953,Dui Duari,2001,136 min,7.8,Bengali,Bangladesh
9954,Durga,2002,116 min,4.7,"Malayalam, Hindi",India
9955,Durval Records,2002,96 min,6.9,Portuguese,Brazil
9956,Dance Challenge,2002,94 min,5.4,French,France
9957,Stop the Bitch Campaign,2001,105 min,5.5,Japanese,Japan
9958,Eye Candy,2002,,,English,USA
9959,Night of the Wolf,2002,89 min,5.6,English,USA
9960,Fellini: I'm a Born Liar,2002,105 min,7.2,"English, Italian, French","France, Italy, UK"
9961,Philanthropy,2002,110 min,8.5,Romanian,"Romania, France"
9962,Follow Me Outside,2000,94 min,5.4,English,USA
